-- Found ament_cmake_core: 0.9.8 (/home/saitama1/ros2_foxy/install/ament_cmake_core/share/ament_cmake_core/cmake)
-- Found PythonInterp: /usr/bin/python3 (found suitable version "3.8.10", minimum required is "3") 
-- Using PYTHON_EXECUTABLE: /usr/bin/python3
-- Configuring done
-- Generating done
-- Build files have been written to: /home/saitama1/ros2_foxy/build/ament_cmake_gmock
-- Install configuration: ""
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_index/resource_index/package_run_dependencies/ament_cmake_gmock
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_index/resource_index/parent_prefix_path/ament_cmake_gmock
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/environment/ament_prefix_path.sh
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/environment/ament_prefix_path.dsv
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/environment/path.sh
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/environment/path.dsv
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/local_setup.bash
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/local_setup.sh
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/local_setup.zsh
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/local_setup.dsv
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/package.dsv
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_index/resource_index/packages/ament_cmake_gmock
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/cmake/ament_cmake_gmock-extras.cmake
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/cmake/ament_cmake_gmockConfig.cmake
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/cmake/ament_cmake_gmockConfig-version.cmake
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/package.xml
-- Up-to-date: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/cmake
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/cmake/ament_find_gmock.cmake
-- Installing: /home/saitama1/ros2_foxy/install/ament_cmake_gmock/share/ament_cmake_gmock/cmake/ament_add_gmock.cmake
